bioguideId,congress,type,number,introducedDate,actionDate,PolicyArea_name,Latest_Action_text,url,congress_type_number,title
d000136,107,HR,1840,2001-05-15,2002-05-30,Immigration,Became Public Law No: 107-185.,https://api.congress.gov/v3/bill/107/hr/1840?format=json,107_HR_1840,To extend eligibility for refugee status of unmarried sons and daughters of certain Vietnamese refugees.
p000449,117,S,4326,2022-05-26,2022-12-05,Immigration,Placed on Senate Legislative Calendar under General Orders. Calendar No. 588.,https://api.congress.gov/v3/bill/117/s/4326?format=json,117_S_4326,Transnational Criminal Investigative Unit Stipend Act
p000449,117,S,4775,2022-08-04,2022-08-04,Immigration,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,https://api.congress.gov/v3/bill/117/s/4775?format=json,117_S_4775,Border Patrol Enhancement Act
p000449,117,S,1949,2021-05-27,2021-05-27,Immigration,Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,https://api.congress.gov/v3/bill/117/s/1949?format=json,117_S_1949,Border Response Resilience Act
p000449,116,S,301,2019-01-31,2019-01-31,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/116/s/301?format=json,116_S_301,E-Verify Act of 2019
p000449,117,S,418,2021-02-24,2021-02-24,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/117/s/418?format=json,117_S_418,E-Verify Act
p000449,117,S,772,2021-03-16,2021-03-16,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/117/s/772?format=json,117_S_772,Responsibility for Unaccompanied Minors Act
h000241,96,HR,4294,1979-06-04,1979-06-04,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/96/hr/4294?format=json,96_HR_4294,"A bill to amend the Immigration and Nationality Act to provide special immigrant status for certain retired officers and employees, and certain children and surviving spouses of officers and employees, of international organizations."
h000241,95,HR,13247,1978-06-22,1978-06-22,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/95/hr/13247?format=json,95_HR_13247,"A bill to amend the Immigration and Nationality Act to facilitate the admission into the United States of more than two adopted children, and to provide for the expeditious naturalization of adopted children."
h000241,95,HR,12508,1978-05-02,1978-10-05,Immigration,Public Law 95-417.,https://api.congress.gov/v3/bill/95/hr/12508?format=json,95_HR_12508,"A bill to amend the Immigration and Nationality Act to facilitate the admission into the United States of more than two adopted children, and to provide for the expeditious naturalization of adopted children."
h000241,95,HR,9560,1977-10-13,1977-10-13,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/95/hr/9560?format=json,95_HR_9560,"A bill to amend the Immigration and Nationality Act to facilitate the admission into the United States of more than two adopted children, and to provide for the expeditious naturalization of adopted children."
h000241,95,HR,6488,1977-04-21,1977-04-21,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/95/hr/6488?format=json,95_HR_6488,"A bill to amend the Immigration and Nationality Act to facilitate the admission into the United States of more than two adopted children, and to provide for the expeditions naturalization of adopted children."
b000657,110,HCONRES,416,2008-09-16,2008-09-30,"Arts, Culture, Religion",Message on Senate action sent to the House.,https://api.congress.gov/v3/bill/110/hconres/416?format=json,110_HCONRES_416,Commending Barter Theatre on the occasion of its 75th anniversary.
c000243,111,HR,6018,2010-07-30,2010-09-20,Immigration,"Referred to the Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law.",https://api.congress.gov/v3/bill/111/hr/6018?format=json,111_HR_6018,To amend the Immigration and Nationality Act with respect to a country that denies or unreasonably delays accepting the country's nationals upon the request of the Secretary of Homeland Security.
c000243,110,HR,5761,2008-04-10,2008-04-28,Immigration,"Referred to the Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law.",https://api.congress.gov/v3/bill/110/hr/5761?format=json,110_HR_5761,To withhold Federal financial assistance from each country that denies or unreasonably delays the acceptance of nationals of such country who have been ordered removed from the United States and to prohibit the issuance of visas to nationals of such country.
c000243,107,HR,3077,2001-10-10,2001-11-27,Immigration,Referred to the Subcommittee on Immigration and Claims.,https://api.congress.gov/v3/bill/107/hr/3077?format=json,107_HR_3077,Visa Integrity and Security Act of 2001
s000606,99,HR,2267,1985-04-29,1985-05-03,Immigration,"Referred to Subcommittee on Immigration, Refugees, and International Law.",https://api.congress.gov/v3/bill/99/hr/2267?format=json,99_HR_2267,Illegal Immigration Control Act of 1985
s000606,100,HR,2798,1987-06-25,1987-06-25,Immigration,Referred to House Committee on The Judiciary.,https://api.congress.gov/v3/bill/100/hr/2798?format=json,100_HR_2798,"A bill to amend the Immigration and Nationality Act to limit effectively to 525,000 the number of aliens who may acquire lawful permanent residence in the United States in any fiscal year as special immigrants, immediate relatives, and preference immigrants."
s000606,101,HR,2595,1989-06-08,1989-06-12,Immigration,Referred to the Subcommittee on Investigations.,https://api.congress.gov/v3/bill/101/hr/2595?format=json,101_HR_2595,To authorize the detail of personnel of the Department of Defense to the Immigration and Naturalization Service for border patrol-related activities.
o000134,96,HCONRES,399,1980-08-18,1980-08-18,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/96/hconres/399?format=json,96_HCONRES_399,A concurrent resolution expressing the sense of the Congress with respect to persons fleeing Eastern European countries.
o000134,94,HR,14392,1976-06-15,1976-06-15,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/94/hr/14392?format=json,94_HR_14392,"A bill to grant certain nationals of Chile and the spouses, children, and parents of such nationals status as permanent residents of the United States."
o000134,94,HR,14127,1976-06-01,1976-06-01,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/94/hr/14127?format=json,94_HR_14127,"A bill to grant certain nationals of Chile and the spouses, children, and parents of such nationals status as permanent residents of the United States."
o000134,95,HR,7347,1977-05-23,1977-05-23,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/95/hr/7347?format=json,95_HR_7347,"A bill to grant admission to the United States to certain nationals of Chile and the spouses, children, and parents of such nationals."
o000134,95,HR,7366,1977-05-23,1977-05-23,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/95/hr/7366?format=json,95_HR_7366,"A bill to grant admission to the United States of certain nationals of Chile and the spouses, children, and parents of such nationals."
o000134,95,HR,5969,1977-04-04,1977-04-04,Immigration,Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/95/hr/5969?format=json,95_HR_5969,"A bill to grant admission to the United States to certain nationals of Chile and the spouses, children and parents of such nationals."
m001200,117,HR,9304,2022-11-15,2022-11-15,Immigration,Referred to the House Committee on the Judiciary.,https://api.congress.gov/v3/bill/117/hr/9304?format=json,117_HR_9304,Funding Attorneys for Indigent Removal (FAIR) Proceedings Act
m001200,116,HR,4155,2019-08-02,2019-08-15,Immigration,Referred to the Subcommittee on Immigration and Citizenship.,https://api.congress.gov/v3/bill/116/hr/4155?format=json,116_HR_4155,Funding Attorneys for Indigent Removal (FAIR) Proceedings Act
m001200,115,HR,6527,2018-07-25,2018-10-01,Immigration,Referred to the Subcommittee on Immigration and Border Security.,https://api.congress.gov/v3/bill/115/hr/6527?format=json,115_HR_6527,Funding Attorneys for Indigent Removal (FAIR) Proceedings Act
c000994,108,HR,723,2003-02-12,2003-03-06,Immigration,"Referred to the Subcommittee on Immigration, Border Security, and Claims.",https://api.congress.gov/v3/bill/108/hr/723?format=json,108_HR_723,Military Families Unification Act of 2003
c000994,107,HR,3906,2002-03-07,2002-03-18,Immigration,Referred to the Subcommittee on Immigration and Claims.,https://api.congress.gov/v3/bill/107/hr/3906?format=json,107_HR_3906,Military Families Unification Act of 2002
c000994,102,HR,4134,1992-01-28,1992-06-08,Immigration,Executive Comment Requested from Justice.,https://api.congress.gov/v3/bill/102/hr/4134?format=json,102_HR_4134,"Entitled, ""The California-Mexico Border Drug Trafficking Reduction Act""."
c000994,103,HR,709,1993-02-02,1993-02-10,Immigration,"Referred to the Subcommittee on International Law, Immigration, and Refugees.",https://api.congress.gov/v3/bill/103/hr/709?format=json,103_HR_709,"Entitled, the ""California-Mexico Border Drug Trafficking Reduction Act""."
c000994,104,HR,3898,1996-07-25,1996-09-07,"Arts, Culture, Religion",See H.R.123.,https://api.congress.gov/v3/bill/104/hr/3898?format=json,104_HR_3898,English Language Empowerment Act of 1996
c000994,104,HR,3850,1996-07-18,1996-09-06,"Arts, Culture, Religion","Referred to the Subcommittee on Early Childhood, Youth and Families.",https://api.congress.gov/v3/bill/104/hr/3850?format=json,104_HR_3850,English Language Empowerment Act of 1996
p000222,96,S,1070,1979-05-03,1979-05-03,Immigration,Referred to Senate Committee on Finance.,https://api.congress.gov/v3/bill/96/s/1070?format=json,96_S_1070,"A bill to provide a three-year residency requirement for aliens receiving supplemental security income benefits and to require every alien admitted for permanent residence to have a sponsor who will contract to support him for three years, or to have other means of support."
p000222,93,SCONRES,71,1974-02-27,1974-02-27,"Arts, Culture, Religion",Referred to Senate Committee on Labor and Public Welfare.,https://api.congress.gov/v3/bill/93/sconres/71?format=json,93_SCONRES_71,Resolved by the Senate that it is the sense of the Congress that the National Endowment for the Arts should take a leadership role in advocating special provisions for the handicapped in cultural facilities and programs.
b000179,106,HR,3429,1999-11-17,2000-02-09,Immigration,Sponsor introductory remarks on measure. (CR H258),https://api.congress.gov/v3/bill/106/hr/3429?format=json,106_HR_3429,Legal Employment Authentication Program (LEAP) Act of 1999
g000512,93,HJRES,642,1973-06-26,1973-06-26,"Arts, Culture, Religion",Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/93/hjres/642?format=json,93_HJRES_642,Joint resolution designating the square dance as the national folk dance of the United States of America.
g000512,93,HJRES,555,1973-05-14,1973-05-14,"Arts, Culture, Religion",Referred to House Committee on the Judiciary.,https://api.congress.gov/v3/bill/93/hjres/555?format=json,93_HJRES_555,Joint resolution designating the square dance as the national folk dance of the United States of America.
f000043,104,HCONRES,151,1996-03-12,1996-03-22,"Arts, Culture, Religion","Referred to the Subcommittee on Early Childhood, Youth and Families.",https://api.congress.gov/v3/bill/104/hconres/151?format=json,104_HCONRES_151,"Recognizing the importance of African-American music to global culture and calling on the people of the United States to study, reflect on, and celebrate African-American music."
b001292,116,HR,590,2019-01-16,2019-02-25,Immigration,Referred to the Subcommittee on Immigration and Citizenship.,https://api.congress.gov/v3/bill/116/hr/590?format=json,116_HR_590,Freedom of Religion Act of 2019
b001292,115,HR,852,2017-02-03,2017-03-09,Immigration,Referred to the Subcommittee on Immigration and Border Security.,https://api.congress.gov/v3/bill/115/hr/852?format=json,115_HR_852,Freedom of Religion Act of 2017
b001292,114,HR,5207,2016-05-12,2016-05-20,Immigration,Referred to the Subcommittee on Immigration and Border Security.,https://api.congress.gov/v3/bill/114/hr/5207?format=json,114_HR_5207,Freedom of Religion Act of 2016
d000618,118,S,3052,2023-10-17,2023-10-17,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/118/s/3052?format=json,118_S_3052,GAZA Act
d000618,117,S,3154,2021-11-03,2021-11-03,Immigration,Read twice and referred to the Committee on the Judiciary.,https://api.congress.gov/v3/bill/117/s/3154?format=json,117_S_3154,Prohibiting Taxpayer Funded Settlements for Illegal Immigrants Act
